Name,Age,Sex,Size,Color,Characteristics,Coat Length,House Trained,Health,State,Email,Phone,Profile
Gnocci,Adult,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/gnocci-73520287/va/fairfax/hart-homeless-animals-rescue-team-va56/
KC,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/kc-73520280/va/fairfax/hart-homeless-animals-rescue-team-va56/
Sylvie,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/sylvie-73520274/va/fairfax/hart-homeless-animals-rescue-team-va56/
Starbuck,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/starbuck-73520276/va/fairfax/hart-homeless-animals-rescue-team-va56/
Sir McFluff,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/sir-mcfluff-73520284/va/fairfax/hart-homeless-animals-rescue-team-va56/
Arizona,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/arizona-73520272/va/fairfax/hart-homeless-animals-rescue-team-va56/
Val (part Persian),Young,Female,Medium,Tabby (Buff / Tan / Fawn),,Long,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/val-part-persian-73461961/va/fairfax/helping-homeless-felines-va653/
Dakota,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/dakota-73363002/va/fairfax/hart-homeless-animals-rescue-team-va56/
Arly,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/arly-73362999/va/fairfax/hart-homeless-animals-rescue-team-va56/
Crackers,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/crackers-73363001/va/fairfax/hart-homeless-animals-rescue-team-va56/
Twix,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/twix-73362989/va/fairfax/hart-homeless-animals-rescue-team-va56/
Dewy,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/dewy-73363000/va/fairfax/hart-homeless-animals-rescue-team-va56/
Dewy,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/dewy-73363000/va/fairfax/hart-homeless-animals-rescue-team-va56/
Rhiannon,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/rhiannon-73362973/va/fairfax/hart-homeless-animals-rescue-team-va56/
Crystal,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/crystal-73362962/va/fairfax/hart-homeless-animals-rescue-team-va56/
Anastasia I,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/anastasia-i-73362956/va/fairfax/hart-homeless-animals-rescue-team-va56/
Rosie Posie,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/rosie-posie-73362969/va/fairfax/hart-homeless-animals-rescue-team-va56/
Katla,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/katla-73362982/va/fairfax/hart-homeless-animals-rescue-team-va56/
Rambo,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/rambo-73362979/va/fairfax/hart-homeless-animals-rescue-team-va56/
Cocoa,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/cocoa-73362975/va/fairfax/hart-homeless-animals-rescue-team-va56/
Skyler,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/skyler-73362954/va/fairfax/hart-homeless-animals-rescue-team-va56/
Shiloh,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/shiloh-73362958/va/fairfax/hart-homeless-animals-rescue-team-va56/
Odesa,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/odesa-73362950/va/fairfax/hart-homeless-animals-rescue-team-va56/
Lady Tittle-Tattle,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/lady-tittle-tattle-73362980/va/fairfax/hart-homeless-animals-rescue-team-va56/
Toblerone,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/toblerone-73362966/va/fairfax/hart-homeless-animals-rescue-team-va56/
Almond Joy,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/almond-joy-73362967/va/fairfax/hart-homeless-animals-rescue-team-va56/
Mocca (Ragdoll),Young,Female,Medium,,,Long,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/mocca-ragdoll-73233516/va/fairfax/helping-homeless-felines-va653/
Doucette (likes cats and dogs),Young,Female,Medium,Calico,,,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/doucette-likes-cats-and-dogs-72981780/va/fairfax/helping-homeless-felines-va653/
Bumblesnoot,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/bumblesnoot-72840892/va/fairfax/hart-homeless-animals-rescue-team-va56/
TT,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/tt-72787565/va/fairfax/hart-homeless-animals-rescue-team-va56/
Aina,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/aina-72787570/va/fairfax/hart-homeless-animals-rescue-team-va56/
Popcorn,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/popcorn-72787581/va/fairfax/hart-homeless-animals-rescue-team-va56/
Pancake,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/pancake-72787561/va/fairfax/hart-homeless-animals-rescue-team-va56/
Jynx,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/jynx-72787574/va/fairfax/hart-homeless-animals-rescue-team-va56/
Chilly Willy,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/chilly-willy-72787580/va/fairfax/hart-homeless-animals-rescue-team-va56/
Potato,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/potato-72787575/va/fairfax/hart-homeless-animals-rescue-team-va56/
Ohana,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/ohana-72787576/va/fairfax/hart-homeless-animals-rescue-team-va56/
Gwen,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/gwen-72739084/va/fairfax/hart-homeless-animals-rescue-team-va56/
Tank,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/tank-72681077/va/fairfax/hart-homeless-animals-rescue-team-va56/
Triana,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/triana-72681082/va/fairfax/hart-homeless-animals-rescue-team-va56/
Penguin,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/penguin-72548862/va/fairfax/hart-homeless-animals-rescue-team-va56/
Tay,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/tay-72548863/va/fairfax/hart-homeless-animals-rescue-team-va56/
Daisy A,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/daisy-a-72458743/va/fairfax/hart-homeless-animals-rescue-team-va56/
Cena,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/cena-72458748/va/fairfax/hart-homeless-animals-rescue-team-va56/
Jonesy,Adult,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/jonesy-72458728/va/fairfax/hart-homeless-animals-rescue-team-va56/
Tumble,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/tumble-72281386/va/fairfax/hart-homeless-animals-rescue-team-va56/
Benny Whitmire,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/benny-whitmire-72155158/va/fairfax/hart-homeless-animals-rescue-team-va56/
Zarina,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/zarina-72074331/va/fairfax/hart-homeless-animals-rescue-team-va56/
Rafael,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/rafael-71925214/va/fairfax/hart-homeless-animals-rescue-team-va56/
Thelmalina,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/thelmalina-71925210/va/fairfax/hart-homeless-animals-rescue-team-va56/
Gizmo,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/gizmo-71925213/va/fairfax/hart-homeless-animals-rescue-team-va56/
Boo Boo,Adult,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/boo-boo-71925211/va/fairfax/hart-homeless-animals-rescue-team-va56/
Chance,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/chance-71885562/va/fairfax/hart-homeless-animals-rescue-team-va56/
Mikey,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/mikey-71885553/va/fairfax/hart-homeless-animals-rescue-team-va56/
Millie,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/millie-71885552/va/fairfax/hart-homeless-animals-rescue-team-va56/
Taz,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/taz-71780440/va/fairfax/hart-homeless-animals-rescue-team-va56/
Pepe Le Pew,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/pepe-le-pew-71780438/va/fairfax/hart-homeless-animals-rescue-team-va56/
Lyric,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/lyric-71735370/va/fairfax/hart-homeless-animals-rescue-team-va56/
Missy,Adult,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/missy-71665333/va/fairfax/hart-homeless-animals-rescue-team-va56/
Deja,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/deja-71634687/va/fairfax/hart-homeless-animals-rescue-team-va56/
Boo,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/boo-71634684/va/fairfax/hart-homeless-animals-rescue-team-va56/
Bandit,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/bandit-71464984/va/fairfax/hart-homeless-animals-rescue-team-va56/
Scrabble,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/scrabble-71445642/va/fairfax/hart-homeless-animals-rescue-team-va56/
Poe,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/poe-71445635/va/fairfax/hart-homeless-animals-rescue-team-va56/
Gus,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/gus-71445649/va/fairfax/hart-homeless-animals-rescue-team-va56/
Winston,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/winston-71445645/va/fairfax/hart-homeless-animals-rescue-team-va56/
Sterling,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/sterling-71445655/va/fairfax/hart-homeless-animals-rescue-team-va56/
Rum Tum Tugger,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/rum-tum-tugger-71445643/va/fairfax/hart-homeless-animals-rescue-team-va56/
Cerise,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/cerise-71445633/va/fairfax/hart-homeless-animals-rescue-team-va56/
Vishnya,Kitten,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/vishnya-71445654/va/fairfax/hart-homeless-animals-rescue-team-va56/
Zippy,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/zippy-71385724/va/fairfax/hart-homeless-animals-rescue-team-va56/
Zola,Senior,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/zola-71385725/va/fairfax/hart-homeless-animals-rescue-team-va56/
Maddie,Adult,Female,Small,,,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/maddie-71263434/va/fairfax/hart-homeless-animals-rescue-team-va56/
Shirley,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/shirley-71237304/va/fairfax/hart-homeless-animals-rescue-team-va56/
Laverne,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/laverne-71237305/va/fairfax/hart-homeless-animals-rescue-team-va56/
Mama Mia,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/mama-mia-71220481/va/fairfax/hart-homeless-animals-rescue-team-va56/
Alfred,Kitten,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/alfred-71220474/va/fairfax/hart-homeless-animals-rescue-team-va56/
Gelert,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/gelert-70903612/va/fairfax/hart-homeless-animals-rescue-team-va56/
Aslan,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/aslan-70903611/va/fairfax/hart-homeless-animals-rescue-team-va56/
Rio,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/rio-70742444/va/fairfax/hart-homeless-animals-rescue-team-va56/
Matrix,Senior,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/matrix-70597625/va/fairfax/hart-homeless-animals-rescue-team-va56/
Bubbly,Senior,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/bubbly-70255542/va/fairfax/hart-homeless-animals-rescue-team-va56/
Munch,Senior,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/munch-70183763/va/fairfax/hart-homeless-animals-rescue-team-va56/
Pumyra,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/pumyra-68846224/va/fairfax/hart-homeless-animals-rescue-team-va56/
Panthro,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/panthro-68846188/va/fairfax/hart-homeless-animals-rescue-team-va56/
Smudge,Senior,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/smudge-65369399/va/fairfax/hart-homeless-animals-rescue-team-va56/
Sissy,Senior,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/sissy-65046126/va/fairfax/hart-homeless-animals-rescue-team-va56/
Lucky,Adult,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/lucky-64966902/va/fairfax/hart-homeless-animals-rescue-team-va56/
Kelp,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/kelp-64437481/va/fairfax/hart-homeless-animals-rescue-team-va56/
Coral,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/coral-64437463/va/fairfax/hart-homeless-animals-rescue-team-va56/
Pocahontas,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/pocahontas-64437468/va/fairfax/hart-homeless-animals-rescue-team-va56/
Newton,Young,Male,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/newton-63348435/va/fairfax/hart-homeless-animals-rescue-team-va56/
Reni,Young,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/reni-63348425/va/fairfax/hart-homeless-animals-rescue-team-va56/
Thomas L,Adult,Male,Small,,,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/thomas-l-60525982/va/fairfax/hart-homeless-animals-rescue-team-va56/
Rumple,Adult,Female,Small,,,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/rumple-59369772/va/fairfax/hart-homeless-animals-rescue-team-va56/
Amma,Adult,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/amma-55117394/va/fairfax/hart-homeless-animals-rescue-team-va56/
Joan Jett (JJ),Adult,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/joan-jett-jj-54591810/va/fairfax/hart-homeless-animals-rescue-team-va56/
Dottie D,Adult,Female,Small,,,,,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/dottie-d-51380970/va/fairfax/hart-homeless-animals-rescue-team-va56/
Jig,Young,Female,Medium,Black,"Friendly, Affectionate, Lapcat, Loves Attention, Sweet",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/jig-71974361/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Midnight,Senior,Female,Large,Black,"Gentle, Couch potato, Very Talkative",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/midnight-71974327/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Snickers,Young,Male,Medium,Gray & White,"Friendly, Playful, Super Happy And Loves Attention, Independent",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/snickers-71923692/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Jeni,Young,Female,Large,Brown / Chocolate,"Friendly, Gentle, Quiet, Loves Beni, Super Sweet Meow, Loves To Be With Her People",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/jeni-71522425/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Beni,Young,Male,Large,Brown / Chocolate,"Gentle, Quiet, Friendly, Loves Jeni, Loves Attention, Has Soft Paws And Loves To Be Petted",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/beni-71522308/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Henry,Adult,Male,Medium,Orange & White,"Quiet, Dignified, Couch Potato",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",PETS@HSFC.org,+17039696859,https://www.petfinder.com/cat/henry-69909288/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Harvey,Adult,Male,Medium,Gray / Blue / Silver,"Friendly, Gentle, Affectionate",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",PETS@HSFC.org,+17039696859,https://www.petfinder.com/cat/harvey-69909223/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Patches,Adult,Female,Medium,Brown / Chocolate,"Gentle, Quiet",,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",PETS@HSFC.org,+17039696859,https://www.petfinder.com/cat/patches-69841711/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Desi,Adult,Male,Large,Gray & White,,,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/desi-69732425/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Julius,Adult,Male,Medium,Tabby (Orange / Red),,,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/julius-69732369/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Amber,Adult,Female,Medium,Gray & White,,,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/amber-69732053/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Rose,Young,Female,Medium,Calico,"Smart, Independent, Quiet, Friendly, Gentle",Short,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",PETS@HSFC.org,+17039696859,https://www.petfinder.com/cat/rose-62583939/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Daisy,Young,Female,Medium,Calico,"Smart, Quiet, Independent",Short,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",PETS@HSFC.org,+17039696859,https://www.petfinder.com/cat/daisy-62583907/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Monroe,Adult,Male,Medium,Black,", Curious, Quiet",Short,Yes,"Vaccinations up to date, spayed / neutered.","Fairfax, VA",PETS@HSFC.org,+17039696859,https://www.petfinder.com/cat/monroe-38987044/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Marilyn,Adult,Female,Medium,Black & White / Tuxedo,", Gentle, Quiet",Short,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax, VA",PETS@HSFC.org,+17039696859,https://www.petfinder.com/cat/marilyn-38987035/va/fairfax/humane-society-of-fairfax-county-inc-va163/
Percy,Young,Female,Medium,Gray / Blue / Silver,"Playful, Sweet, Social, Snuggly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/percy-73643584/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Mouse,Young,Male,Medium,Gray / Blue / Silver,"Loves, Chatty, Sweet, Playful",Short,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/mouse-73643025/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Hiro & Nani (Courtesy Post),Kitten,Female,Small,,"Affectionate, Friendly, Playful",,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/hiro-nani-courtesy-post-73598959/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Bindi,Kitten,Female,Medium,,"Playful, Friendly, Sweet, Snuggly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/bindi-73588991/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Calypso,Kitten,Female,Medium,,"Affectionate, Playful",,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/calypso-73461985/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Doughnut,Kitten,Male,Medium,,"Affectionate, Playful, Athletic",Medium,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/doughnut-73137066/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Harper,Young,Female,Large,,"Brave, Playful, Smart",,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/harper-72874934/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Rain,Kitten,Female,Medium,Tabby (Brown / Chocolate),"Playful, Funny, Loyal, Goofy, Shy",Short,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspca.adopt@gmail.com,+17039696859,https://www.petfinder.com/cat/rain-72750201/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Darcy,Kitten,Female,Small,Tabby (Gray / Blue / Silver),"Affectionate, Funny, Playful",Short,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspcacats@gmail.com,+17039696859,https://www.petfinder.com/cat/darcy-72688218/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
Pippin,Kitten,Male,Medium,Gray & White,"Affectionate, Friendly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Bowie, MD",pgspcacats@gmail.com,+17039696859,https://www.petfinder.com/cat/pippin-72530916/md/bowie/spca-humane-society-of-prince-georges-county-md-md21/
